"iso3c","year","country","cyber_incidents","cyber_incidents_log"
"RWA",2021,"Rwanda",1,0.693147180559945
"RWA",2022,"Rwanda",1,0.693147180559945
"SAU",2014,"Saudi Arabia",2,1.09861228866811
"SAU",2015,"Saudi Arabia",6,1.94591014905531
"SAU",2016,"Saudi Arabia",12,2.56494935746154
"SAU",2017,"Saudi Arabia",19,2.99573227355399
"SAU",2018,"Saudi Arabia",13,2.63905732961526
"SAU",2019,"Saudi Arabia",17,2.89037175789616
"SAU",2020,"Saudi Arabia",12,2.56494935746154
"SAU",2021,"Saudi Arabia",7,2.07944154167984
"SAU",2022,"Saudi Arabia",6,1.94591014905531
"SDN",2017,"Sudan",1,0.693147180559945
"SDN",2020,"Sudan",1,0.693147180559945
"SDN",2022,"Sudan",2,1.09861228866811
"SEN",2016,"Senegal",1,0.693147180559945
"SEN",2017,"Senegal",6,1.94591014905531
"SEN",2018,"Senegal",1,0.693147180559945
"SEN",2019,"Senegal",3,1.38629436111989
"SEN",2020,"Senegal",1,0.693147180559945
"SEN",2021,"Senegal",1,0.693147180559945
"SEN",2022,"Senegal",1,0.693147180559945
"SGP",2014,"Singapore",3,1.38629436111989
"SGP",2015,"Singapore",4,1.6094379124341
"SGP",2016,"Singapore",3,1.38629436111989
"SGP",2017,"Singapore",18,2.94443897916644
"SGP",2018,"Singapore",43,3.78418963391826
"SGP",2019,"Singapore",33,3.52636052461616
"SGP",2020,"Singapore",10,2.39789527279837
"SGP",2021,"Singapore",30,3.43398720448515
"SGP",2022,"Singapore",38,3.66356164612965
"SLB",2018,"Solomon Islands",1,0.693147180559945
"SLE",2017,"Sierra Leone",2,1.09861228866811
"SLE",2020,"Sierra Leone",1,0.693147180559945
"SLV",2017,"El Salvador",2,1.09861228866811
"SLV",2018,"El Salvador",2,1.09861228866811
"SLV",2019,"El Salvador",3,1.38629436111989
"SLV",2020,"El Salvador",1,0.693147180559945
"SLV",2021,"El Salvador",2,1.09861228866811
"SLV",2022,"El Salvador",3,1.38629436111989
"SMR",2017,"San Marino",1,0.693147180559945
"SOM",2017,"Somalia",2,1.09861228866811
"SOM",2018,"Somalia",1,0.693147180559945
"SOM",2021,"Somalia",1,0.693147180559945
"SOM",2022,"Somalia",1,0.693147180559945
"SRB",2017,"Serbia",4,1.6094379124341
"SRB",2018,"Serbia",9,2.30258509299405
"SRB",2019,"Serbia",7,2.07944154167984
"SRB",2020,"Serbia",15,2.77258872223978
"SRB",2021,"Serbia",9,2.30258509299405
"SRB",2022,"Serbia",23,3.17805383034795
"SUR",2018,"Suriname",1,0.693147180559945
"SUR",2020,"Suriname",1,0.693147180559945
"SVK",2014,"Slovak Republic",3,1.38629436111989
"SVK",2016,"Slovak Republic",3,1.38629436111989
"SVK",2017,"Slovak Republic",4,1.6094379124341
"SVK",2018,"Slovak Republic",6,1.94591014905531
"SVK",2019,"Slovak Republic",2,1.09861228866811
"SVK",2020,"Slovak Republic",3,1.38629436111989
"SVK",2021,"Slovak Republic",2,1.09861228866811
"SVK",2022,"Slovak Republic",6,1.94591014905531
"SVN",2014,"Slovenia",1,0.693147180559945
"SVN",2015,"Slovenia",1,0.693147180559945
"SVN",2017,"Slovenia",2,1.09861228866811
"SVN",2018,"Slovenia",5,1.79175946922805
"SVN",2019,"Slovenia",4,1.6094379124341
"SVN",2020,"Slovenia",1,0.693147180559945
"SVN",2021,"Slovenia",3,1.38629436111989
"SVN",2022,"Slovenia",9,2.30258509299405
"SWE",2014,"Sweden",2,1.09861228866811
"SWE",2015,"Sweden",5,1.79175946922805
"SWE",2016,"Sweden",14,2.70805020110221
"SWE",2017,"Sweden",52,3.97029191355212
"SWE",2018,"Sweden",37,3.63758615972639
"SWE",2019,"Sweden",33,3.52636052461616
"SWE",2020,"Sweden",29,3.40119738166216
"SWE",2021,"Sweden",42,3.76120011569356
"SWE",2022,"Sweden",39,3.68887945411394
"SXM",2019,"Sint Maarten (Dutch part)",1,0.693147180559945
"SXM",2020,"Sint Maarten (Dutch part)",1,0.693147180559945
"SXM",2022,"Sint Maarten (Dutch part)",1,0.693147180559945
"SYC",2020,"Seychelles",2,1.09861228866811
"SYR",2014,"Syrian Arab Republic",3,1.38629436111989
"SYR",2015,"Syrian Arab Republic",2,1.09861228866811
"SYR",2016,"Syrian Arab Republic",3,1.38629436111989
"SYR",2017,"Syrian Arab Republic",5,1.79175946922805
"SYR",2018,"Syrian Arab Republic",6,1.94591014905531
"SYR",2019,"Syrian Arab Republic",3,1.38629436111989
"SYR",2020,"Syrian Arab Republic",3,1.38629436111989
"SYR",2021,"Syrian Arab Republic",3,1.38629436111989
"SYR",2022,"Syrian Arab Republic",2,1.09861228866811
"TGO",2019,"Togo",1,0.693147180559945
"TGO",2020,"Togo",3,1.38629436111989
"TGO",2022,"Togo",1,0.693147180559945
"THA",2015,"Thailand",9,2.30258509299405
"THA",2016,"Thailand",12,2.56494935746154
"THA",2017,"Thailand",15,2.77258872223978
"THA",2018,"Thailand",15,2.77258872223978
"THA",2019,"Thailand",16,2.83321334405622
"THA",2020,"Thailand",10,2.39789527279837
"THA",2021,"Thailand",16,2.83321334405622
"THA",2022,"Thailand",16,2.83321334405622
"TJK",2018,"Tajikistan",1,0.693147180559945
"TJK",2019,"Tajikistan",1,0.693147180559945
"TKM",2014,"Turkmenistan",2,1.09861228866811
"TKM",2015,"Turkmenistan",1,0.693147180559945
"TKM",2017,"Turkmenistan",1,0.693147180559945
"TKM",2018,"Turkmenistan",1,0.693147180559945
"TKM",2019,"Turkmenistan",1,0.693147180559945
"TLS",2018,"Timor-Leste",1,0.693147180559945
"TLS",2020,"Timor-Leste",1,0.693147180559945
"TLS",2021,"Timor-Leste",1,0.693147180559945
"TTO",2016,"Trinidad and Tobago",1,0.693147180559945
"TTO",2018,"Trinidad and Tobago",2,1.09861228866811
"TTO",2019,"Trinidad and Tobago",2,1.09861228866811
"TTO",2020,"Trinidad and Tobago",1,0.693147180559945
"TTO",2022,"Trinidad and Tobago",3,1.38629436111989
"TUN",2016,"Tunisia",1,0.693147180559945
"TUN",2017,"Tunisia",3,1.38629436111989
"TUN",2018,"Tunisia",2,1.09861228866811
"TUN",2019,"Tunisia",3,1.38629436111989
"TUN",2020,"Tunisia",9,2.30258509299405
"TUN",2021,"Tunisia",3,1.38629436111989
"TUN",2022,"Tunisia",5,1.79175946922805
"TUR",2014,"Türkiye",12,2.56494935746154
"TUR",2015,"Türkiye",7,2.07944154167984
"TUR",2016,"Türkiye",7,2.07944154167984
"TUR",2017,"Türkiye",39,3.68887945411394
"TUR",2018,"Türkiye",29,3.40119738166216
"TUR",2019,"Türkiye",35,3.58351893845611
"TUR",2020,"Türkiye",19,2.99573227355399
"TUR",2021,"Türkiye",19,2.99573227355399
"TUR",2022,"Türkiye",19,2.99573227355399
"TUV",2017,"Tuvalu",6,1.94591014905531
"TUV",2018,"Tuvalu",2,1.09861228866811
"TWN",2014,"Taiwan, China",1,0.693147180559945
"TWN",2015,"Taiwan, China",2,1.09861228866811
"TWN",2016,"Taiwan, China",6,1.94591014905531
"TWN",2017,"Taiwan, China",14,2.70805020110221
"TWN",2018,"Taiwan, China",12,2.56494935746154
"TWN",2019,"Taiwan, China",7,2.07944154167984
"TWN",2020,"Taiwan, China",17,2.89037175789616
"TWN",2021,"Taiwan, China",13,2.63905732961526
"TWN",2022,"Taiwan, China",14,2.70805020110221
"TZA",2016,"Tanzania",1,0.693147180559945
"UGA",2016,"Uganda",2,1.09861228866811
"UGA",2017,"Uganda",6,1.94591014905531
"UGA",2018,"Uganda",15,2.77258872223978
"UGA",2019,"Uganda",9,2.30258509299405
"UGA",2020,"Uganda",4,1.6094379124341
"UGA",2021,"Uganda",1,0.693147180559945
"UGA",2022,"Uganda",3,1.38629436111989
"UKR",2014,"Ukraine",13,2.63905732961526
"UKR",2015,"Ukraine",4,1.6094379124341
"UKR",2016,"Ukraine",12,2.56494935746154
"UKR",2017,"Ukraine",122,4.81218435537242
"UKR",2018,"Ukraine",96,4.57471097850338
"UKR",2019,"Ukraine",76,4.34380542185368
"UKR",2020,"Ukraine",75,4.33073334028633
"UKR",2021,"Ukraine",77,4.35670882668959
"UKR",2022,"Ukraine",120,4.79579054559674
"URY",2017,"Uruguay",5,1.79175946922805
"URY",2018,"Uruguay",4,1.6094379124341
"URY",2019,"Uruguay",4,1.6094379124341
"URY",2020,"Uruguay",5,1.79175946922805
"URY",2021,"Uruguay",6,1.94591014905531
"URY",2022,"Uruguay",10,2.39789527279837
"USA",2014,"United States",256,5.54907608489522
"USA",2015,"United States",380,5.9427993751267
"USA",2016,"United States",460,6.13339804299665
"USA",2017,"United States",1591,7.37274636640433
"USA",2018,"United States",1488,7.30586003268401
"USA",2019,"United States",1604,7.38087903556412
"USA",2020,"United States",1367,7.2211050981825
"USA",2021,"United States",1355,7.21229446850034
"USA",2022,"United States",1441,7.27378631784489
"UZB",2015,"Uzbekistan",1,0.693147180559945
"UZB",2017,"Uzbekistan",1,0.693147180559945
"UZB",2018,"Uzbekistan",2,1.09861228866811
"UZB",2019,"Uzbekistan",1,0.693147180559945
"UZB",2020,"Uzbekistan",1,0.693147180559945
"UZB",2022,"Uzbekistan",3,1.38629436111989
"VAT",2018,"Vatican City",2,1.09861228866811
"VAT",2021,"Vatican City",1,0.693147180559945
"VEN",2014,"Venezuela, RB",1,0.693147180559945
"VEN",2015,"Venezuela, RB",3,1.38629436111989
"VEN",2016,"Venezuela, RB",1,0.693147180559945
"VEN",2017,"Venezuela, RB",25,3.25809653802148
"VEN",2018,"Venezuela, RB",12,2.56494935746154
"VEN",2019,"Venezuela, RB",13,2.63905732961526
"VEN",2020,"Venezuela, RB",6,1.94591014905531
"VEN",2021,"Venezuela, RB",6,1.94591014905531
"VEN",2022,"Venezuela, RB",10,2.39789527279837
"VIR",2017,"Virgin Islands (U.S.)",3,1.38629436111989
"VNM",2014,"Vietnam",1,0.693147180559945
"VNM",2015,"Vietnam",2,1.09861228866811
"VNM",2016,"Vietnam",1,0.693147180559945
"VNM",2017,"Vietnam",33,3.52636052461616
"VNM",2018,"Vietnam",29,3.40119738166216
"VNM",2019,"Vietnam",25,3.25809653802148
"VNM",2020,"Vietnam",22,3.13549421592915
"VNM",2021,"Vietnam",18,2.94443897916644
"VNM",2022,"Vietnam",15,2.77258872223978
"VUT",2022,"Vanuatu",1,0.693147180559945
"WSM",2017,"Samoa",2,1.09861228866811
"WSM",2018,"Samoa",3,1.38629436111989
"WSM",2020,"Samoa",1,0.693147180559945
"YEM",2018,"Yemen, Rep.",1,0.693147180559945
"YEM",2019,"Yemen, Rep.",1,0.693147180559945
"YEM",2022,"Yemen, Rep.",1,0.693147180559945
"ZAF",2015,"South Africa",2,1.09861228866811
"ZAF",2016,"South Africa",11,2.484906649788
"ZAF",2017,"South Africa",36,3.61091791264422
"ZAF",2018,"South Africa",31,3.46573590279973
"ZAF",2019,"South Africa",30,3.43398720448515
"ZAF",2020,"South Africa",34,3.55534806148941
"ZAF",2021,"South Africa",38,3.66356164612965
"ZAF",2022,"South Africa",32,3.49650756146648
"ZMB",2018,"Zambia",1,0.693147180559945
"ZMB",2019,"Zambia",1,0.693147180559945
"ZMB",2022,"Zambia",2,1.09861228866811
"ZWE",2016,"Zimbabwe",4,1.6094379124341
"ZWE",2017,"Zimbabwe",1,0.693147180559945
"ZWE",2018,"Zimbabwe",5,1.79175946922805
"ZWE",2019,"Zimbabwe",4,1.6094379124341
"ZWE",2020,"Zimbabwe",3,1.38629436111989
"ZWE",2021,"Zimbabwe",2,1.09861228866811
"ZWE",2022,"Zimbabwe",5,1.79175946922805
