"spec","model","outcome","income_group_model","regressor","term","estimate","std.error","p.value","estimate_fmt","std.error_fmt","p.value_fmt","nobs"
"Income-group heterogeneity FE","Lower income__gcf_gdp__cyber_incidents_log","gcf_gdp","Lower income","cyber_incidents_log","l1_trade_gdp",0.0381023528419632,0.0756945044436262,0.617857526945486,"0.038","(0.076)","0.618",201
"Income-group heterogeneity FE","Lower income__gcf_gdp__cyber_incidents_log","gcf_gdp","Lower income","cyber_incidents_log","l1_population_total",5.66131005630407e-08,3.48861590382483e-08,0.113607596273735,"0.000","(0.000)","0.114",201
"Income-group heterogeneity FE","Lower income__gcf_gdp__gci_overall","gcf_gdp","Lower income","gci_overall","l1_gci_overall",-0.0419302524008478,0.118353904197729,0.724372208348421,"-0.042","(0.118)","0.724",547
"Income-group heterogeneity FE","Lower income__gcf_gdp__gci_overall","gcf_gdp","Lower income","gci_overall","l1_inflation_cpi",-0.0112389734976798,0.014410095951112,0.438493611078371,"-0.011","(0.014)","0.438",547
"Income-group heterogeneity FE","Lower income__gcf_gdp__gci_overall","gcf_gdp","Lower income","gci_overall","l1_trade_gdp",-0.0372538924324874,0.0609310545123727,0.543237477237153,"-0.037","(0.061)","0.543",547
"Income-group heterogeneity FE","Lower income__gcf_gdp__gci_overall","gcf_gdp","Lower income","gci_overall","l1_population_total",5.61608504394e-08,3.25044611793503e-08,0.0891703609002192,"0.000+","(0.000)","0.089",547
"Income-group heterogeneity FE","Lower income__gcf_gdp__gci_overall_norm","gcf_gdp","Lower income","gci_overall_norm","l1_gci_overall_norm",-1.56715296819861,10.0331230153235,0.876401381074538,"-1.567","(10.033)","0.876",547
"Income-group heterogeneity FE","Lower income__gcf_gdp__gci_overall_norm","gcf_gdp","Lower income","gci_overall_norm","l1_inflation_cpi",-0.0111712915890817,0.0143363270409257,0.438907157923077,"-0.011","(0.014)","0.439",547
"Income-group heterogeneity FE","Lower income__gcf_gdp__gci_overall_norm","gcf_gdp","Lower income","gci_overall_norm","l1_trade_gdp",-0.0371060311184694,0.06095442450423,0.544987836182033,"-0.037","(0.061)","0.545",547
"Income-group heterogeneity FE","Lower income__gcf_gdp__gci_overall_norm","gcf_gdp","Lower income","gci_overall_norm","l1_population_total",6.04657401013399e-08,2.91118165327317e-08,0.0420896199653547,"0.000*","(0.000)","0.042",547
"Income-group heterogeneity FE","Lower income__employment_ratio__cyber_incidents_log","employment_ratio","Lower income","cyber_incidents_log","l1_cyber_incidents_log",-0.0268547716484593,0.37385622727566,0.943133348257172,"-0.027","(0.374)","0.943",209
"Income-group heterogeneity FE","Lower income__employment_ratio__cyber_incidents_log","employment_ratio","Lower income","cyber_incidents_log","l1_inflation_cpi",-0.00540255269577287,0.00400214144178894,0.185470356114166,"-0.005","(0.004)","0.185",209
"Income-group heterogeneity FE","Lower income__employment_ratio__cyber_incidents_log","employment_ratio","Lower income","cyber_incidents_log","l1_trade_gdp",0.0117259616069909,0.0275469006688418,0.672880536897388,"0.012","(0.028)","0.673",209
"Income-group heterogeneity FE","Lower income__employment_ratio__cyber_incidents_log","employment_ratio","Lower income","cyber_incidents_log","l1_population_total",4.36580061743832e-08,1.51624162381688e-08,0.00666873003298671,"0.000**","(0.000)","0.007",209
"Income-group heterogeneity FE","Lower income__employment_ratio__gci_overall","employment_ratio","Lower income","gci_overall","l1_gci_overall",-0.03244203727337,0.0259513370104519,0.216033880017951,"-0.032","(0.026)","0.216",596
"Income-group heterogeneity FE","Lower income__employment_ratio__gci_overall","employment_ratio","Lower income","gci_overall","l1_inflation_cpi",-0.0072466152346822,0.00345984782505064,0.0403777583783068,"-0.007*","(0.003)","0.040",596
"Income-group heterogeneity FE","Lower income__employment_ratio__gci_overall","employment_ratio","Lower income","gci_overall","l1_trade_gdp",0.000860280201690519,0.0109691819073352,0.937745087141999,"0.001","(0.011)","0.938",596
"Income-group heterogeneity FE","Lower income__employment_ratio__gci_overall","employment_ratio","Lower income","gci_overall","l1_population_total",3.33260298994068e-08,7.73768933153e-09,6.11410855402209e-05,"0.000***","(0.000)","0.000",596
"Income-group heterogeneity FE","Lower income__employment_ratio__gci_overall_norm","employment_ratio","Lower income","gci_overall_norm","l1_gci_overall_norm",-3.01586730902519,3.01380883771205,0.32093320419934,"-3.016","(3.014)","0.321",596
"Income-group heterogeneity FE","Lower income__employment_ratio__gci_overall_norm","employment_ratio","Lower income","gci_overall_norm","l1_inflation_cpi",-0.0073437028186529,0.00359625341306454,0.0454774159871355,"-0.007*","(0.004)","0.045",596
"Income-group heterogeneity FE","Lower income__employment_ratio__gci_overall_norm","employment_ratio","Lower income","gci_overall_norm","l1_trade_gdp",0.00186056888007242,0.0108529614353267,0.864449794381412,"0.002","(0.011)","0.864",596
"Income-group heterogeneity FE","Lower income__employment_ratio__gci_overall_norm","employment_ratio","Lower income","gci_overall_norm","l1_population_total",3.74480683938327e-08,7.93144728608168e-09,1.41461340059718e-05,"0.000***","(0.000)","0.000",596
